The temperature of the computer should be low while I am using it. I need the price to be reasonable and the battery life also.	3	7	2	8	0
I don't want the computer to be heavy or look dull. I need it to be fast.	3	1	0	7	5
I took it seriously on typing experience so I need a well sized keyboard that is easy to type on. The keys should be well placed and the touch screen should be responsive. Besides that, the battery life should be decent. I need it to multitask well too	2	9	0	2	2
I am finding a replacement for my old computer and I want a new one that run games perfectly and incredibly fast, but with a great price.	3	6	5	8	0
I need a new computer for myself that is lightweight and fast. I want a nice display with some chickley keys.	3	7	3	8	3
I need a new computer with high performance-cost ratio immediately because my old one is not working.	3	7	3	3	0
As long as the price is reasonable, I would be happy to pay for a powerful computer.	3	3	1	8	3
I am buying a laptop for video editing and so a large SSD is necessary. I also want it to be fast with cool lighting on the keyboard.	3	7	5	8	0
I like to have good design on my new computer and it should own a reasonable price.	4	8	3	8	0
My old laptop isn't working very well and I need a new one that comes with a good price. I want it to be fast, lightweight and portable. The battery life should be awesome and the screen should be bright for me.	3	7	3	8	3
I need a fast computer in both typing responsiveness and log in time. I also need good Bluetooth connection to the other devices.	3	7	2	8	4
My must-have feature is a backlit keyboard. Besides that, I need more-than-enough storage and CPU speed. I hope there would be a fast Wifi connection. The computer should be light though.	2	7	3	3	3
I would not expect too much for a mid-range computer and all I want is powerful graphic card and backlit keyboard. Besides, I want it to be fast, light and expandable. The exterior design should be nice, and the unit should be able to keep cool.	3	6	3	3	0
I am willing to do some research for a good computer and currently I am finding one that play games with good frame rate.	3	7	3	8	0
I am buying the computer for my family so I need a nice screen to protect their eyes.	3	1	0	8	2
I am changing my old computer and I want the new one to be easy to upgrade with a high performance-cost ratio.	4	7	3	8	0
I am buying a new computer for my relative and he needs a good CPU to play games well.	3	6	3	8	0
I am changing my old computer and I want a new one that is faster and more economical. There should be lots of memory.	3	6	2	9	3
I need a computer as a present for my little brother and he like it to be aesthetically pleasing and response fast. I just want the price to be reasonable.	3	2	1	8	7
My old computer is not working and I am finding a computer with a high performance-cost ratio.	3	9	3	9	3
I play lots of games and I'm finding a new computer that run fast of all my games. I also own a VR headset and I want it to work well with that.	3	6	5	8	0
I want to change my old computer and I need a fast one with excellent battery life.	3	9	3	8	1
I am finding myself a new computer that has a good battery life and runs cool. I want it to have empty memory slot for further upgrading. The bezel should be thin around the screen. The graphics should be good though. I need a smaller charger unit with a high performance-cost ratio.	3	9	3	8	1
I read a lot of reviews and I decided I would buy a computer that is fast with a budget price.	3	7	3	8	3
I am replacing my old computer which I want a new one that has cool design and beautiful display. It should also be light and well built.	3	7	3	8	0
I am using the computer for work so I need it to be fast and have bright colours.	3	6	2	3	3
I need a new work station that is fast, light and good looking. The screen should be huge though.	3	7	4	3	1
I am considering to change my old computer and what I need is a computer with a high performance-cost ratio and long battery life. I also want it to look good.	3	9	3	8	0
I plan to place a new laptop in my home and it should be lightweight, fast and quiet.	2	6	5	4	3
I am a software developer and I am finding a new computer that can run IDSs with no glitch in a low cost.	3	5	4	9	3
I don't know if I would bring the laptop outside but anyway being lightweight isn't bad.	3	9	3	8	1
I normally connect my laptop to my tv for gaming and I hope the new laptop do great in that, without being overheated.	3	7	3	8	0
My old computer is not working anymore and I want a new one with sleek design and great display.	3	9	3	8	1
My next semester is coming and I am finding a new computer to cope with the work. The computer should play games easily with an amazing price.	3	2	1	8	7
I need a computer to do typical home computer work and it should be light and has a bright screen. I want it to startup quickly with impressive spces. The hard drive should also come with good size.	2	7	3	8	3
I am finding a new laptop that is solid, quick and economical. The graphics and CPU performance ought to be great.	3	7	5	8	0
I am going to buy a new laptop online and I want it to have a good screen size.	3	0	0	8	2
I do a couple of tasks on my laptop si I want it to run games well with a reasonable price.	3	7	3	8	0
I got tired of using the old computer from office so I need a new, fast computer.	3	7	3	8	0
I am in need of a new computer and it should work fantasticly for games. I would like it to have a glowing red keyboard and good sound output. Graphics are also important.	3	7	3	8	0
I go to work via public transportation so it's important for me to have a compact, thin and light laptop. The battery life ought to be impressive. I hope the finish would be fairly fingerprint resistant. I don't want there to be any bloatware.	2	5	2	3	3
I go on a lot of business travell so what I need is a computer that is light and doesn't take up much space. I need some good build quality to come with the computer. I also hope it would be easy to upgrade. A decent keyboard and a responsive touchpad are also necessary.	3	2	1	8	7
I don't want my old computer anymore and I am finding a new one that boots fast. For the specs, it should look great with a sturdy keyboard and nice trackpad.	3	7	3	8	0
Once I find a computer that fits my needs, I am willing to spend the appropiate amount of money.	3	7	3	8	0
I haven't been using a laptop for a while and it would be good to be easy to set up.	3	6	2	8	3
I try to stick to one brand and I am finding a new one with a crisp screen and fast CPU. I need it to be good for typing with a high performance-cost ratio.	3	7	3	8	3
I want to have a new computer for myself and I need to to be sleek, light and easy to use. The design should be good though.	2	6	3	8	3
I am finding a computer to do a couple of gaming so it should run games smoothly with amazing graphics. The keyboard should be comfortable for me with a low cost.	3	8	3	8	0
I am getting a new computer for myself and I need it to be good looking with a great price.	4	2	1	8	6
I tend to choose brand with good reputation and I want a sleek, new computer that comes with the perfect size and a ergonomic keyboard.	3	0	0	8	2
I am a college student so I need a cheap computer which can last long for battery life.	3	9	3	8	0
I am planning to buy a new computer and I want it to play games well without a high price.	4	8	3	8	0
I need a few criteria for my new computer. First, I need a sturdy but light lid. Second, I need a good selection of ports. Third, I need the colours to look vivid on the screen. Fourth, I need the viewing angles to be decent. Fifth, I need the computer to have a decent battery life. Sixth, I need the computer to have a backlit keyboard which is quiet while typing. Seventh, I want the fan noise to be manageable. Last but not least, I want the bluetooth connection to be as fast as it can be.	3	7	2	8	4
I want to change my old computer and I need a new one with a reasonable price.	3	5	2	9	3
I don't plan to use the computer for studying so I just need the computer to play games well.	3	2	1	8	7
I need a computer which is fast and light. I want the design to be sleek. I need good storage capabilities to store my things and good speakers for gaming.	3	7	2	8	4
I would look carefully with all the specs that come with the computer and I want it to boot up fast with a great price.	3	7	3	8	0
I have got some expectations on my new computer as I need an amazing monitor and a good keyboard.	4	8	3	8	0
I don't have much requirements for a new computer but I need it to run fast and setup easily.	3	2	1	8	7
I need a computer which can be opened as soon as possible and have strong wireless connection. I hope it will be portable. And I hope it runs fast on the programming.	3	7	2	8	4
My old computer can't really play games so I want a new one that can play games at high settings.	3	9	3	8	0
I need a replacement of my old computer that has a modern design and a nice screen. I want it to be fast in booting. The fingerprint sensor should be good as well as the price.	3	5	2	3	3
My wife says she needs a computer that is easy to use and works well with Wifi.	3	4	2	8	3
I need something to bring to work and I hope it would be thin, light and sturdy.	3	6	3	8	0
I do a lot of gaming and I am in need of a new computer that perform well in that aspect. I also like to have lighted keyboard with a great price.	3	7	3	8	0
I want to replace my old computer that I want one which runs fast and silently. I want it to look sleek within my budget.	5	4	2	8	3
I cannot an expensive computer but I still want it to be solid with good viewing angles. The keyboard should be awesome, as well as the trackpad. I don't want it to be filled with bloatware.	4	7	3	8	0
I want a computer that bring up my application quickly and I can work on a large screen with sharp imaging. I would also look into the design, which I hope it to be light, slim and attractive.	3	7	2	8	4
I am planning to buy a new laptop and I want to new one to be silent, lightweight and easy to use. There should be lots of storage. The keyboard should be good with backlight.	2	6	3	8	3
I do spreadsheets all day and I want to find myself a computer with a high performance-cost ratio.	3	9	3	8	1
I am taking the laptop to school and I want it to have a good selection of ports for my use. I also need it to play games well with a decent display.	3	7	3	8	0
I cannot play certain games with my friend on my old computer so I need a new laptop that play games well and stay in a good price. I also want it to run smoothly, cool and quietly. A sturdy computer with cool red backlit keyboard would be perfect.	4	8	3	8	0
My old computer does not work as great as it was so I am finding a new one with a beautiful screen and good build quality. It would be great to feature a fingerprint sensor if it doesn't push up the price.	2	6	5	4	3
I use laptop to watch movies so a large screen and clear pictures are necessary. I also want it to be easy to use and priced right.	4	4	2	9	3
I am currently running out of savings but I want a nice computer with a nice price.	2	6	3	8	3
I am changing my old computer and I want the new to be quick, responsive and economical.	3	7	3	8	0
It would be pleasant to have been able to use the computer as soon as possible, so it should be easy to set up. Moreover, the colours should be able to display greatly.	3	0	0	8	2
I enjoy playing games on my laptop so I need a new one that have good specs with a reasonable price. I want to to boot up quickly for me to use it. I also want it to have decent battery life for me to play games. For the design, it must be good and have a backlit keyboard.	3	9	3	8	0
I need a computer with a good trackpad and battery life which can max out any games.	3	7	2	8	0
I am going to purchase a new computer on Black Friday so what I want is a computer that play games well in a low cost. The fan should be quiet.	3	1	2	8	6
I look into various factors while buying my new computer. I want good hardware and good display to go with it. I also need nice keyboard and trackpad. A decent battery life is also needed.	3	9	3	8	0
I am new to gaming laptop and I want some really good red back-lit keys because that looks cool. Of course the computer should run games great, and I don't want to wait too long for the game to be loaded. I need some nice graphics on the computer. Accessible fan settings would be prefect for me.	4	8	3	8	0
I have used my old computer for a long time and I am planning to replace it with a new one that has a much faster processing speed. I also want some nice quality of graphics on it. For the specs, I hope there will be useful built-in features and programmes, solid hard drive and a strong compatibility with Windows 10. For the keyboard, I think it would be amazing to be backlighted. I do gaming so I want some good gaming experience and long battery life for long-hour gaming. I may take it around so it should be light. 	3	9	3	8	0
I need a work horse that is light and quiet and easy to use. The touch screen should be awesome with a high performance-cost ratio.	3	6	2	9	3
My old computer needs replacement and I need the new one to be lightweight, quick and economical.	2	6	5	4	3
I don't really have much money but I wish to have a computer that can run games on ultra graphic settings.	3	9	3	8	0
A backup laptop is needed and I hope it comes with great specs with low cost. I want it to boot up fast and run programs well. I also hope the setup would be easy for me.	3	6	5	8	0
I want to have a new computer that has a high hard disk capacity with an excellent price.	3	9	3	9	3
I am not having much money at the moment and what I need is a computer with a reasonable price.	3	0	0	8	2
I am in need of a new computer that has a good processor and a practical appearance. It should have less bloatware that my previous computers and be lightweight.	3	6	2	8	3
I want to buy a new laptop so I can share it with my wife. The computer should have nice colour option and design. As it is for my wife, it should be light. The keys should be responsive and the screen should sharp. I don't want it to be too expensive.	3	0	0	8	2
I am buying a laptop for my brother who just entered into college and the amount of storage ought to be more than enough.	3	9	3	9	3
I have been working in the computer industry and I am finding myself a computer with nice build quality and nice finish. I want a balanced weight so I don't feel like damaging the laptop. The viewing angles should be decent, as well as the touchpad. I want it to be sturdy, economical and portable.	2	7	3	3	3
I am going to buy a new computer and I want it to have decent graphics and storage. I take my laptop around the campus so it should be sleek and light. Moreover, the price should be reasonable.	3	2	1	8	7
I am finding a budget computer that is portable and cool. The battery life should be decent. Moreover, the computer should boot up fast.	2	6	5	4	3
I don't have much requirement on my new computer but I want it to be easy to setup. My other computer own Microsoft 350 so it would be nice if the Microsoft 350 can automatically updated. Moreover, it should be cheap and fast. I want the image on the screen to be crisp and clear.	3	3	1	8	3
I am finding a all-rounded computer that is sturdy and has great design. I hope it is fast to boot. The graphics card should be strong and the battery should be long lasting. The price should not be too high. There should be a good selection of ports. I would also want a red backlit keyboard.	3	7	3	8	0
I do coding and I want a computer with a nicely-spaced backlit keyboard with quiet keys. The display should also bright and it should boot up fast in a high performance-cost ratio.	3	6	3	3	0
I want a high performance-cost ratio computer which can do fast start-up. The computer should be light and have a good fingerprint scanner. A premium typing experience and a professional look are expected. I want the design to be tasteful and minimalist. The keyboard should be easy to type on and I want good precision and gestures from the computer. It would be nice if it is silent when light use.	3	7	2	8	0
I got to use a lot of graphics and processing-heavy programmes so I hope the computer has no issues with them. It should startup fast without being overheat. I hope there will be clear display and sound. The battery life should also be long to support my work.	3	9	3	8	0
I do pay attention to user response on computer and I am finding one that is quick, light and slim. The bezels should be narrow for the screen to show sharp images.	2	7	3	8	3
I want to have a new computer for myself. It should be slim and fast. The screen should be great, the keyboard should be tolerable and the touchscreen should be responsive.	2	7	3	3	3
I am finding some recommendations for a new computer that is fast and have both nice cooling system and battery life.	3	9	3	8	0
I know a lot of things about computer and I am now finding a economical computer for myself.	3	7	3	8	0
I need a thin computer with an appealing design and a light weight. I need it to perform well in running small applications and programming. I hope the keyboard is light-up and easy-to-type.	3	7	2	8	4
The computer I want should handle my games with ease and run super fast. I need it to be quiet and have a great battery life also.	3	7	2	8	0
I don't have an unlimited budget so I want a computer with a large screen and a fast processor. The keyboard action should be quick. It would be great if it comes with a DVD player with a great price.	4	6	3	8	3
My old computer needs a replacement and the new one should be easy to set up while running cool. The colours on screen should be good though.	3	7	3	3	0
I tend to use my next computer for a long time so the graphics ought to be beautiful.	3	7	3	8	0
I checked many computers on Amazon and I want to find one with high performance-cost ratio.	3	9	3	8	0
I want a computer that have great specs and amazing cooling. The SSD should be fast and the battery life should be long.	3	7	2	8	0
I am finding myself a great computer that is solid and priced greatly. For the keyboard, I need the keys to be good typing, and it's better with backlight.	2	6	5	4	3
I don't have a huge budget for my new computer so it should come with a good price.	4	8	3	8	0
I need a light computer which can turn on fast and run cool. I need to have a good screen with it. I also need to have a decent battery life to get my work done.	3	7	2	8	4
My old computer needs replacement and the new one should come with a big screen, sleek design and wonderful keyboard lighting.	4	4	2	9	3
I am looking for myself a work station but can run lots of games with a good price.	3	7	3	3	0
I did a lot of research on my new computer and my wish is to have a fast computer that play games well.	4	8	3	8	0
I need some recommendations on a cheap computer which is easy to use and able to run smoothly.	3	5	4	9	3
I am looking for a new computer with great design, great keyboard and awesome sound output.	3	9	3	8	1
I sometimes have long meetings so a computer with long battery life is a must. I would also want it to come with awesome keyboard and low cost.	3	7	3	8	0
My computer doesn't play my games well so I need a new one that plays games with no stutters. The colour should be accurate on the screen.	3	7	5	8	0
The hard drive of my old computer died so I need a new one with large storage and reasonable price.	3	9	3	9	3
I need a replacement for my recently died computer and I want it to be easy to setup the new computer.	3	6	2	9	3
I need a laptop that fit in my budget with cool looking and ability to play games without issues.	3	6	3	3	0
I would use the computer for light gaming so I hope the computer would play games well.	3	9	3	8	0
I need a computer that is light and lasts long for me to work at the coffee shop.	2	6	3	8	3
My work requires for a better computer that comes with a sturdy keyboard with useful backlighting. It should be fast and able to store lots of data. It should also come with good price and decent battery life.	3	8	3	8	0
I am into coding and I need a new computer with plenty of RAM and amazing build quality. It would even be better if it bootup fast.	3	7	3	8	0
As a student of Systems Engineering, I need a fast and portable computer to get my programme done. The build quality should also be excellent.	2	6	5	4	3
I am looking for the heapest option for my next computer which it should be fast and light. It should have good viewing angles and be easily expandable.	2	7	3	3	3
I am purchasing a new computer to replace my old one and the new one should come with mosterous storage capacity and high performance-cost ratio.	3	9	3	9	3
I am planning to replace my old computer and the new one should come with high performance-cost ratio. The battery life should be good and the display should have high quality. It would be great if the brightness is adjustable for the backlit keyboard.	2	6	5	4	3
I am buying my first laptop and I have thought of some requirement for it. First, the processor should be fast. Second, the storage space should be large and the battery life should be decent for my games. Third, when I am playing games, I want to keys to be comfortable and the display to be good. Fourth, I sometimes do video conferencing so I need a good front camera. Fifth, I need a superb charging speed as I may need the computer to work at anytime. Last but not least, I hope the price won't be too high.	3	9	3	8	0
I am finding a computer for light office work and it should boot up quietly and be easy to set up.	2	6	5	4	3
I am changing to a new computer and I want to come with amazing speakers and comfortable keyboard. The CPU and Wifi connection should be fast. The thermal control should also be good though.	3	6	3	8	0
I need a new computer that is lightweight, quiet and fast. I want the touchscreen to be excellent with a good resolution and the SSD should be amazing.	2	7	3	3	3
My old computer doesn't serve me anymore and I am getting myself a new one with good specs, good design and good build quality.	2	6	5	4	3
I have to do homework at night so it's better to include a backlit keyboard. Moreover, I want it be to fast and lightweight.	4	4	2	9	3
My regular computer needs repairment so I am finding a new one with nice display in a low cost.	4	6	3	8	3
I am planning to find a new laptop that has a good processor and build well. Nice sound and nice amount of memory are also expected.	3	7	3	8	0
I edit photos for a living and that's why the graphics must be great on my computer. A good screen would help even more. Besides, I want it to bootup fast and perform my games well. It should be sturdy with a nice, sharp keyboard. I hope the price would be reasonable though.	3	7	3	8	0
I want the computer to be quiet and stay cool while playing games with a high perfomance-cost ratio.	3	7	2	8	0
I am finding for a gaming laptop that startup fast and last long with a reasonable price.	3	6	3	3	0
I am trying to find a new gaming laptop that plays my games fast and quietly. I also want to have a cool back-lit keyboard.	3	9	3	8	0
I pay many effort into investigating computers and now I want a sturdy and portable one. The keys ought to be tight and accurate. The trackpad and screen size should come ideally.	2	7	3	3	3
I am looking for a new computer that has a sharp screen and a fast hard drive. It should also be thin and light.	3	7	3	8	3
I want to have a new gaming laptop and I want a nice display to come with it. I also want it to be responsive, quiet and light.	4	8	3	8	0
I want to play games with my friends so I need a new computer that can do well in that aspect.	3	2	1	8	7
I do play some kinds of games and I need a new computer that work the games perfectly. A wonderful screen should come with an excellent price.	3	2	1	8	7
I am finding a computer for myself that is speedy and easy to setup. I would like it to feature backlit keyboard and touch screen.	3	6	2	8	3
I do streaming and gaming so I am finding a new laptop that does perfectly in both aspects.	3	9	3	9	3
I am purchasing a new computer mainly for gaming so it should play games smoothly and have a gorgeous screen.	4	8	3	8	0
I am in a nursery school and I use my laptop several hours a day. I need it to be easy to set up. Also, it should be fast with the perfect screen size.	4	2	1	8	6
The computer I need would be the one with strong GPU and hardware. I want it to look professional and have a good fingerprint scanner and trackpad.	3	7	2	8	0
I want to have a laptop for out-of-town use and I want a budget-friendly computer that handle games with no issue.	3	6	5	8	0
I need a computer which include a CD drive and run fast with Wifi, and of course the price should be reasonable.	3	1	0	7	5
My wife wants to play more demanding games so she needs a computer that handles games well and quick. There should be tons of storage for her to store the games. The computer should also be thin and light. A great battery life is expected.	3	2	1	8	7
I want to find a laptop that can play games with my friends so I need it to have great performance for gaming and be cheap.	3	9	3	8	0
I am in need of a new computer with a nice screen, a convenient fingerprint reader and good battery life.	3	5	2	3	3
I can get a cheap computer and upgrade it later on. Right now I just need to play games confortably on it.	3	7	3	8	0
I have never had a laptop before and so I am finding one that can run games with an amazing battery life.	3	7	3	8	0
